RoadType,SpeedLimit,NodeID,x,y
footway,No data,7680181848,24.9260293,60.1686605
steps,No data,7680181878,24.926175,60.1685964
footway,No data,7680181852,24.9266675,60.1688518
footway,No data,7690767880,24.9265788,60.1688252
steps,No data,7680181874,24.9266887,60.1687716
footway,No data,7680181853,24.9279705,60.168422
footway,No data,9580209984,24.9278889,60.1683867
footway,No data,7690650389,24.9278682,60.1683777
footway,No data,7680187788,24.9277943,60.168339
footway,No data,7680181883,24.9276558,60.1684019
footway,No data,7680187789,24.9273635,60.1688796
steps,No data,7680187794,24.927292,60.1688431
steps,No data,7680187805,24.9277314,60.1687824
footway,No data,7680200366,24.9278427,60.1685891
steps,No data,7680200372,24.9279735,60.1686511
steps,No data,7680200378,24.9273367,60.1688743
footway,No data,7702130641,24.93183,60.1654518
service,No data,7687750040,24.9316943,60.1655454
tertiary,30,7702130640,24.9317374,60.1654184
steps,No data,9598353078,24.9330206,60.1663514
footway,No data,7687750051,24.9332056,60.1664167
residential,30,7702050798,24.9332979,60.1665189
steps,No data,7687750055,24.933294,60.1664478
footway,No data,7702130669,24.9333829,60.1664791
footway,No data,7702074829,24.934229,60.1660919
footway,No data,7702074834,24.9339875,60.1660055
footway,No data,7702074836,24.9337932,60.165936
steps,No data,7687750073,24.9336766,60.1658943
footway,No data,7702074838,24.9337056,60.1659048
footway,No data,7702074841,24.9336244,60.1658756
footway,No data,7702074849,24.9326644,60.165534
footway,No data,7702050786,24.931032,60.1664979
footway,No data,7702050805,24.9332826,60.1669018
footway,No data,7702050799,24.9332255,60.1665614
steps,No data,7687786217,24.9355895,60.1679314
footway,No data,7687786219,24.9355256,60.1679774
footway,No data,7698792287,24.9356581,60.1678821
footway,No data,7687786237,24.9358425,60.1680918
footway,No data,7687786240,24.9357379,60.1681127
footway,No data,7687786246,24.9355316,60.1682699
footway,No data,7687786247,24.9355084,60.1683791
footway,No data,7687786244,24.9355032,60.1684076
footway,No data,7687786253,24.9355273,60.1684717
service,No data,7687786238,24.9358233,60.1680843
steps,No data,7687786257,24.9354403,60.1686672
footway,No data,7687786268,24.937008,60.1683005
residential,30,7687786282,24.9370218,60.1683676
footway,No data,7698669758,24.9370619,60.1682619
footway,No data,7698669756,24.9367099,60.1677626
steps,No data,7687786295,24.9370402,60.1692584
steps,No data,7690598255,24.9383063,60.1686172
footway,No data,7690598273,24.9370745,60.1670764
footway,No data,7690598275,24.9371196,60.1670918
footway,No data,7690598277,24.9372197,60.167126
footway,No data,7690598279,24.9372622,60.1671405
footway,No data,7690598281,24.9372997,60.1671533
footway,No data,7699579670,24.9373539,60.1671718
steps,No data,7699579675,24.9373939,60.1674327
footway,No data,7690617904,24.9280249,60.1634365
footway,No data,7690635369,24.9306192,60.1636769
footway,No data,7690635371,24.9306764,60.1636972
footway,No data,7690635373,24.9306947,60.1637037
footway,No data,7690635375,24.9307132,60.1637103
footway,No data,7690911491,24.9307855,60.163736
service,No data,7690635378,24.9313391,60.1639327
primary,30,7690911501,24.9313789,60.1638712
footway,No data,7690911502,24.9313077,60.1639215
footway,No data,7690635380,24.93137,60.1639436
footway,No data,7690911506,24.9314524,60.1639729
steps,No data,7690650398,24.9278533,60.1687178
footway,No data,7690652152,24.9267425,60.1670611
footway,No data,7690652156,24.9269388,60.1670362
living_street,No data,7690715761,24.9271652,60.1671052
footway,No data,7690661287,24.9316848,60.1640555
footway,No data,7690911510,24.9317307,60.1640718
steps,No data,7690661290,24.9320143,60.1641725
footway,No data,7699579596,24.9321657,60.1642263
footway,No data,7690661292,24.9322724,60.1642642
service,No data,7690661293,24.9323444,60.1642137
service,No data,7699579604,24.9320496,60.1644268
footway,No data,7690661298,24.9323764,60.1643012
footway,No data,7690661301,24.9324083,60.1643125
footway,No data,7690661303,24.9325588,60.1643659
footway,No data,7690661305,24.9326232,60.1643888
footway,No data,7690661307,24.9326934,60.1644138
footway,No data,7690661309,24.9327246,60.1644249
footway,No data,7690661311,24.9328069,60.1644541
footway,No data,7690696521,24.9327144,60.1646328
footway,No data,7690696528,24.9324836,60.1647973
footway,No data,8318434910,24.93188,60.1649257
service,No data,7690696538,24.9318097,60.1648909
service,No data,7690696546,24.9318869,60.1648386
service,No data,8428911494,24.9316528,60.1648315
steps,No data,7690696553,24.9314364,60.16469
living_street,No data,7690715764,24.9271777,60.167128
living_street,No data,7690715766,24.9272435,60.1672473
steps,No data,7690718112,24.9276013,60.1688538
footway,No data,7690769291,24.9255981,60.1685313
steps,No data,7690769298,24.9252772,60.1684799
steps,No data,7690885082,24.9289335,60.1640005
footway,No data,7690911493,24.9308841,60.163771
footway,No data,7690911495,24.9309944,60.1638102
footway,No data,7690911498,24.9311248,60.1638565
steps,No data,7690911499,24.9311348,60.1638601
footway,No data,7694105370,24.926836,60.1679124
footway,No data,7694105376,24.9266741,60.1679342
footway,No data,7694105380,24.926535,60.167953
footway,No data,7694113985,24.9263504,60.1679779
footway,No data,7694113990,24.925779,60.168055
footway,No data,7694113992,24.9255786,60.168082
footway,No data,7694113996,24.9254949,60.1680933
footway,No data,7694174346,24.9253365,60.1681147
footway,No data,7694174349,24.9252114,60.1681316
footway,No data,7694174353,24.9251005,60.1681466
footway,No data,7694174366,24.9246531,60.1682058
footway,No data,7694174369,24.9246051,60.1682119
pedestrian,No data,7694322997,24.9266199,60.1691023
pedestrian,No data,7694323000,24.9265497,60.1690782
pedestrian,No data,7694323003,24.92636,60.1690194
pedestrian,No data,7694323006,24.9262301,60.1689791
pedestrian,No data,7694323010,24.9259403,60.1688893
pedestrian,No data,7694323012,24.925769,60.1688362
pedestrian,No data,7694323016,24.925592,60.1687813
pedestrian,No data,7694323018,24.9254007,60.168722
footway,No data,7699579660,24.9370236,60.1677493
footway,No data,7694456396,24.936544,60.1675828
footway,No data,7699579663,24.9369723,60.1677315
footway,No data,7694456398,24.9364133,60.1675376
service,No data,7698669746,24.9366761,60.1674884
steps,No data,7694456411,24.9377847,60.167319
footway,No data,7694456414,24.9378936,60.1673562
footway,No data,7694456417,24.9379819,60.1673863
service,No data,8428911500,24.9378611,60.1675311
footway,No data,7699579681,24.9367594,60.1674288
footway,No data,7698602840,24.9339133,60.1639684
footway,No data,7694883650,24.9337748,60.164068
footway,No data,7698602843,24.9337597,60.1640789
service,No data,7694883654,24.9338487,60.1640943
service,No data,7698602845,24.9339103,60.1641165
steps,No data,7694883656,24.9340398,60.1641627
footway,No data,7698602847,24.9340361,60.1642747
steps,No data,7694935764,24.9330271,60.1649315
footway,No data,7694935767,24.9330542,60.1649767
footway,No data,7694935771,24.933006,60.164947
footway,No data,7695060471,24.9335542,60.1647161
footway,No data,7698592795,24.93242,60.1653169
footway,No data,7695014630,24.9325262,60.1653539
footway,No data,7698592792,24.9326144,60.1653847
footway,No data,7698592796,24.9324455,60.1653258
service,No data,7695014659,24.932658,60.1652349
footway,No data,7695014638,24.9325076,60.1651844
footway,No data,7695014642,24.9327563,60.1654341
footway,No data,7695014665,24.9328809,60.1654775
service,No data,7695014645,24.932887,60.1653478
service,No data,7695014649,24.9329354,60.1653158
footway,No data,7695014650,24.9328119,60.1652743
footway,No data,7698592785,24.9328294,60.1652614
footway,No data,7695014652,24.9331685,60.1652626
footway,No data,7695014658,24.9331568,60.1652712
footway,No data,7698582480,24.9330772,60.1652319
footway,No data,7695014653,24.933147,60.1652785
steps,No data,7695060461,24.9336635,60.1647545
footway,No data,7695060463,24.9337781,60.1647947
footway,No data,7695060465,24.9338859,60.1648326
footway,No data,7695060470,24.9339331,60.1648491
service,No data,7695105594,24.934004,60.1648002
service,No data,7695105595,24.9336286,60.1646654
footway,No data,7695060477,24.9342251,60.1649516
footway,No data,7695060481,24.9344096,60.1650164
footway,No data,7699183122,24.9344671,60.1650366
service,No data,9570600548,24.9344787,60.1649683
service,No data,7695105592,24.934526,60.1650573
footway,No data,7699183119,24.9345745,60.1650743
primary,30,9570600547,24.9345423,60.1649909
steps,No data,7695105598,24.9345816,60.1650768
footway,No data,7695105601,24.93469,60.1651148
steps,No data,7699183104,24.9348885,60.1653756
footway,No data,7698436505,24.9351408,60.1655709
footway,No data,7699183090,24.9350485,60.1656372
steps,No data,7698436511,24.9349953,60.1656754
steps,No data,7698500012,24.9347398,60.1658091
service,No data,7698500015,24.9345806,60.1657732
service,No data,7699177481,24.9344009,60.1657139
footway,No data,7699177466,24.9338696,60.1658226
footway,No data,7698500024,24.9341658,60.1658005
footway,No data,7698539427,24.9335664,60.1657172
footway,No data,7698539429,24.933537,60.165707
footway,No data,7699177460,24.9333466,60.1656407
footway,No data,7698539436,24.9333662,60.1653699
residential,30,9570953970,24.9332802,60.1656847
steps,No data,7698592802,24.9352154,60.1655173
footway,No data,7698669745,24.9366289,60.1674714
service,No data,7698729484,24.9360222,60.168751
footway,No data,7699019902,24.9295553,60.1666881
residential,30,7699019908,24.929068,60.1666973
footway,No data,7699019909,24.9290964,60.1667499
footway,No data,7699019913,24.9286932,60.1668032
footway,No data,7699019922,24.9276785,60.1669408
living_street,No data,7699019929,24.9275089,60.1672174
living_street,No data,7699019933,24.9275631,60.1673111
living_street,No data,7699019936,24.9275854,60.1673494
living_street,No data,7699019938,24.9275959,60.1673676
living_street,No data,7699019940,24.9276165,60.1674033
residential,30,7699019957,24.9298145,60.1675731
footway,No data,7699019956,24.9297848,60.1675181
footway,No data,7699019961,24.9300249,60.1674863
footway,No data,7699019973,24.9305356,60.1674187
footway,No data,7699019980,24.9306295,60.1674063
steps,No data,7699177480,24.9340308,60.1655904
footway,No data,9580699687,24.9341631,60.1656346
footway,No data,9580699689,24.9342762,60.1655472
footway,No data,7699183109,24.9349741,60.1654443
steps,No data,7699183100,24.9347856,60.1655655
service,No data,9216228409,24.9227088,60.1633531
steps,No data,7699579628,24.9320857,60.1644399
service,No data,7699579606,24.9322938,60.1645177
footway,No data,7699579608,24.9324202,60.1645381
steps,No data,7699579614,24.9324717,60.1645581
steps,No data,7699579633,24.9318699,60.1643734
footway,No data,7699579664,24.9369846,60.1677358
footway,No data,7701311948,24.9227232,60.163294
footway,No data,7701311951,24.922717,60.1633191
service,No data,9216228414,24.9225921,60.1633116
footway,No data,7701337661,24.9338078,60.1675667
footway,No data,7701337663,24.9337367,60.1676184
footway,No data,7701447297,24.932914,60.1673425
footway,No data,7701447299,24.9329797,60.1672964
footway,No data,7701447302,24.9330473,60.1672484
footway,No data,7701520588,24.9331063,60.1672051
steps,No data,7701512989,24.9348748,60.1671266
footway,No data,7701520606,24.9348112,60.1671046
footway,No data,7701512992,24.9349486,60.1671522
footway,No data,7701512995,24.9351041,60.167206
footway,No data,7701512997,24.9351451,60.1672202
footway,No data,7701513000,24.9352116,60.1672432
service,No data,7701513001,24.9352734,60.1672015
residential,30,8856750673,24.9350795,60.1671356
footway,No data,7701520593,24.9331657,60.1671614
footway,No data,7701520599,24.9346737,60.1670571
footway,No data,7701520601,24.9347046,60.1670678
footway,No data,7701520604,24.9347531,60.1670845
footway,No data,9195348965,24.9370087,60.1642356
steps,No data,9327554276,24.9315961,60.1692816
footway,No data,10086596421,24.9318972,60.1693819
steps,No data,8776553624,24.9223726,60.1668648
footway,No data,8776553630,24.9223213,60.1668657
footway,No data,8776553629,24.9223203,60.1668108
steps,No data,8856704553,24.9348478,60.166305
footway,No data,8856704556,24.9349531,60.1663411
footway,No data,8856704559,24.9350535,60.166376
footway,No data,8856704561,24.9352025,60.1664277
footway,No data,8856704563,24.9353193,60.1664683
footway,No data,8856704574,24.9358495,60.1666523
footway,No data,8856704589,24.9364263,60.1668524
footway,No data,8856802603,24.934076,60.1665226
footway,No data,8856704600,24.9344481,60.1668762
footway,No data,8856704612,24.9348617,60.1670183
footway,No data,8856750674,24.9351205,60.1671072
footway,No data,8856750677,24.9352122,60.1671387
footway,No data,8856750692,24.9355486,60.1672544
footway,No data,8856831417,24.9362119,60.1672828
footway,No data,8856831427,24.9365404,60.1670414
footway,No data,9580009676,24.939589,60.1678565
footway,No data,9580009675,24.9397664,60.1679184
footway,No data,9580009674,24.939884,60.1679595
footway,No data,9580009673,24.9399201,60.167972
footway,No data,9580009671,24.9400265,60.1680091
service,No data,9216228411,24.9225847,60.1633424
pedestrian,No data,9327554271,24.9349998,60.1702526
pedestrian,No data,9337755798,24.9353916,60.1694213
steps,No data,9327554274,24.9336964,60.1699197
pedestrian,No data,9327554280,24.932419,60.1695582
pedestrian,No data,9327554275,24.9321481,60.169466
pedestrian,No data,9327554278,24.9314413,60.1692297
pedestrian,No data,10086596436,24.9310761,60.1691076
pedestrian,No data,10086596422,24.9325264,60.169479
pedestrian,No data,9327554281,24.9327783,60.1692933
pedestrian,No data,10086583992,24.9327025,60.1693492
pedestrian,No data,9327554283,24.9310143,60.1687001
steps,No data,10086596438,24.9312823,60.1687905
footway,No data,9378862815,24.9262539,60.1608445
cycleway,No data,9623058699,24.9361406,60.1641068
cycleway,No data,9697831917,24.9211134,60.1627701
steps,No data,10086596427,24.9310638,60.1689361
steps,No data,10862248782,24.9382788,60.1687312
